year,obs.hours,species,spcode,count,habitat types,diet index,mass kg,northern latitude,generation time,popest,diet spec,human tolerance,migration,habitat spec,DDT susc,forest dependence,mass g
2007,1045.15,BWHA,4,7837,3,1.46,0.41,55.2,9.3,1800000,generalist,intolerant,complete,specialist,non-susceptible,medium,397
2007,1045.15,COHA,5,742,4,1.05,0.45,54.1,7.2,840000,generalist,tolerant,partial,generalist,susceptible,medium,452
2007,1045.15,GOEA,6,97,9,0.42,4.38,74.2,17.3,63000,specialist,intolerant,partial,generalist,susceptible,low,4200
2007,1045.15,MERL,7,231,6,0.69,0.19,68.7,5.7,1600000,specialist,tolerant,partial,generalist,susceptible,low,222
2007,1045.15,NOGO,8,43,4,1.05,0.99,68.8,7,210000,generalist,intolerant,partial,specialist,susceptible,high,990
2007,1045.15,NOHA,9,275,7,1.23,0.42,68,7.8,820000,generalist,intolerant,partial,specialist,susceptible,low,447
2007,1045.15,OSPR,10,718,15,0.02,2.4,66.6,11.6,400000,specialist,tolerant,complete,specialist,susceptible,low,1570
2007,1045.15,PEFA,11,38,16,0.27,0.72,73.9,6.8,37000,specialist,tolerant,partial,generalist,susceptible,low,794
2007,1045.15,RLHA,12,4,5,0.57,1.08,74.2,10,300000,specialist,intolerant,complete,specialist,non-susceptible,low,951
2007,1045.15,RSHA,13,220,3,1.48,0.62,47.4,8.3,1800000,generalist,tolerant,partial,specialist,susceptible,medium,625
2007,1045.15,RTHA,14,2318,11,0.98,1.09,68.5,9.2,2800000,specialist,tolerant,partial,generalist,non-susceptible,low,1126
2007,1045.15,SSHA,15,5073,9,0.33,0.14,68.9,7.2,410000,specialist,intolerant,partial,specialist,susceptible,medium,165.5
2007,1045.15,TUVU,16,656,9,1.48,2,55.3,9.9,8400000,generalist,tolerant,partial,generalist,susceptible,low,1425
2008,1082.32,AMKE,1,294,11,0.8,0.12,66.5,5.7,2800000,specialist,tolerant,partial,specialist,susceptible,low,115.5
2008,1082.32,BAEA,2,255,11,1.02,4.65,68.9,17.2,200000,generalist,tolerant,partial,generalist,susceptible,low,4790
2008,1082.32,BLVU,3,38,9,1.48,1.9,40.7,18.6,1900000,generalist,tolerant,partial,generalist,susceptible,low,1640
2008,1082.32,BWHA,4,4296,3,1.46,0.41,55.2,9.3,1800000,generalist,intolerant,complete,specialist,non-susceptible,medium,397
2008,1082.32,COHA,5,530,4,1.05,0.45,54.1,7.2,840000,generalist,tolerant,partial,generalist,susceptible,medium,452
2008,1082.32,GOEA,6,131,9,0.42,4.38,74.2,17.3,63000,specialist,intolerant,partial,generalist,susceptible,low,4200
2008,1082.32,MERL,7,129,6,0.69,0.19,68.7,5.7,1600000,specialist,tolerant,partial,generalist,susceptible,low,222
2008,1082.32,NOGO,8,25,4,1.05,0.99,68.8,7,210000,generalist,intolerant,partial,specialist,susceptible,high,990
2008,1082.32,NOHA,9,143,7,1.23,0.42,68,7.8,820000,generalist,intolerant,partial,specialist,susceptible,low,447
2008,1082.32,OSPR,10,474,15,0.02,2.4,66.6,11.6,400000,specialist,tolerant,complete,specialist,susceptible,low,1570
2008,1082.32,PEFA,11,61,16,0.27,0.72,73.9,6.8,37000,specialist,tolerant,partial,generalist,susceptible,low,794
2008,1082.32,RLHA,12,5,5,0.57,1.08,74.2,10,300000,specialist,intolerant,complete,specialist,non-susceptible,low,951
2008,1082.32,RSHA,13,137,3,1.48,0.62,47.4,8.3,1800000,generalist,tolerant,partial,specialist,susceptible,medium,625
2008,1082.32,RTHA,14,1800,11,0.98,1.09,68.5,9.2,2800000,specialist,tolerant,partial,generalist,non-susceptible,low,1126
2008,1082.32,SSHA,15,3358,9,0.33,0.14,68.9,7.2,410000,specialist,intolerant,partial,specialist,susceptible,medium,165.5
2008,1082.32,TUVU,16,357,9,1.48,2,55.3,9.9,8400000,generalist,tolerant,partial,generalist,susceptible,low,1425
2009,1032.67,AMKE,1,461,11,0.8,0.12,66.5,5.7,2800000,specialist,tolerant,partial,specialist,susceptible,low,115.5
2009,1032.67,BAEA,2,219,11,1.02,4.65,68.9,17.2,200000,generalist,tolerant,partial,generalist,susceptible,low,4790
2009,1032.67,BLVU,3,160,9,1.48,1.9,40.7,18.6,1900000,generalist,tolerant,partial,generalist,susceptible,low,1640
2009,1032.67,BWHA,4,6441,3,1.46,0.41,55.2,9.3,1800000,generalist,intolerant,complete,specialist,non-susceptible,medium,397
2009,1032.67,COHA,5,612,4,1.05,0.45,54.1,7.2,840000,generalist,tolerant,partial,generalist,susceptible,medium,452
2009,1032.67,GOEA,6,77,9,0.42,4.38,74.2,17.3,63000,specialist,intolerant,partial,generalist,susceptible,low,4200
2009,1032.67,MERL,7,162,6,0.69,0.19,68.7,5.7,1600000,specialist,tolerant,partial,generalist,susceptible,low,222
2009,1032.67,NOGO,8,25,4,1.05,0.99,68.8,7,210000,generalist,intolerant,partial,specialist,susceptible,high,990
2009,1032.67,NOHA,9,147,7,1.23,0.42,68,7.8,820000,generalist,intolerant,partial,specialist,susceptible,low,447
2009,1032.67,OSPR,10,455,15,0.02,2.4,66.6,11.6,400000,specialist,tolerant,complete,specialist,susceptible,low,1570
2009,1032.67,PEFA,11,68,16,0.27,0.72,73.9,6.8,37000,specialist,tolerant,partial,generalist,susceptible,low,794
2009,1032.67,RLHA,12,0,5,0.57,1.08,74.2,10,300000,specialist,intolerant,complete,specialist,non-susceptible,low,951
2009,1032.67,RSHA,13,141,3,1.48,0.62,47.4,8.3,1800000,generalist,tolerant,partial,specialist,susceptible,medium,625
2009,1032.67,RTHA,14,1752,11,0.98,1.09,68.5,9.2,2800000,specialist,tolerant,partial,generalist,non-susceptible,low,1126
2009,1032.67,SSHA,15,4302,9,0.33,0.14,68.9,7.2,410000,specialist,intolerant,partial,specialist,susceptible,medium,165.5
2009,1032.67,TUVU,16,461,9,1.48,2,55.3,9.9,8400000,generalist,tolerant,partial,generalist,susceptible,low,1425
2010,1084.85,AMKE,1,565,11,0.8,0.12,66.5,5.7,2800000,specialist,tolerant,partial,specialist,susceptible,low,115.5
2010,1084.85,BAEA,2,408,11,1.02,4.65,68.9,17.2,200000,generalist,tolerant,partial,generalist,susceptible,low,4790
2010,1084.85,BLVU,3,135,9,1.48,1.9,40.7,18.6,1900000,generalist,tolerant,partial,generalist,susceptible,low,1640
2010,1084.85,BWHA,4,6710,3,1.46,0.41,55.2,9.3,1800000,generalist,intolerant,complete,specialist,non-susceptible,medium,397
2010,1084.85,COHA,5,756,4,1.05,0.45,54.1,7.2,840000,generalist,tolerant,partial,generalist,susceptible,medium,452
2010,1084.85,GOEA,6,142,9,0.42,4.38,74.2,17.3,63000,specialist,intolerant,partial,generalist,susceptible,low,4200
2010,1084.85,MERL,7,229,6,0.69,0.19,68.7,5.7,1600000,specialist,tolerant,partial,generalist,susceptible,low,222
2010,1084.85,NOGO,8,52,4,1.05,0.99,68.8,7,210000,generalist,intolerant,partial,specialist,susceptible,high,990
2010,1084.85,NOHA,9,180,7,1.23,0.42,68,7.8,820000,generalist,intolerant,partial,specialist,susceptible,low,447
2010,1084.85,OSPR,10,659,15,0.02,2.4,66.6,11.6,400000,specialist,tolerant,complete,specialist,susceptible,low,1570
2010,1084.85,PEFA,11,68,16,0.27,0.72,73.9,6.8,37000,specialist,tolerant,partial,generalist,susceptible,low,794
2010,1084.85,RLHA,12,0,5,0.57,1.08,74.2,10,300000,specialist,intolerant,complete,specialist,non-susceptible,low,951
2010,1084.85,RSHA,13,170,3,1.48,0.62,47.4,8.3,1800000,generalist,tolerant,partial,specialist,susceptible,medium,625
2010,1084.85,RTHA,14,3176,11,0.98,1.09,68.5,9.2,2800000,specialist,tolerant,partial,generalist,non-susceptible,low,1126
2010,1084.85,SSHA,15,6413,9,0.33,0.14,68.9,7.2,410000,specialist,intolerant,partial,specialist,susceptible,medium,165.5
2010,1084.85,TUVU,16,650,9,1.48,2,55.3,9.9,8400000,generalist,tolerant,partial,generalist,susceptible,low,1425
2011,1055.32,AMKE,1,386,11,0.8,0.12,66.5,5.7,2800000,specialist,tolerant,partial,specialist,susceptible,low,115.5
2011,1055.32,BAEA,2,306,11,1.02,4.65,68.9,17.2,200000,generalist,tolerant,partial,generalist,susceptible,low,4790
2011,1055.32,BLVU,3,299,9,1.48,1.9,40.7,18.6,1900000,generalist,tolerant,partial,generalist,susceptible,low,1640
2011,1055.32,BWHA,4,13319,3,1.46,0.41,55.2,9.3,1800000,generalist,intolerant,complete,specialist,non-susceptible,medium,397
2011,1055.32,COHA,5,558,4,1.05,0.45,54.1,7.2,840000,generalist,tolerant,partial,generalist,susceptible,medium,452
2011,1055.32,GOEA,6,132,9,0.42,4.38,74.2,17.3,63000,specialist,intolerant,partial,generalist,susceptible,low,4200
2011,1055.32,MERL,7,141,6,0.69,0.19,68.7,5.7,1600000,specialist,tolerant,partial,generalist,susceptible,low,222
2011,1055.32,NOGO,8,30,4,1.05,0.99,68.8,7,210000,generalist,intolerant,partial,specialist,susceptible,high,990
2011,1055.32,NOHA,9,153,7,1.23,0.42,68,7.8,820000,generalist,intolerant,partial,specialist,susceptible,low,447
2011,1055.32,OSPR,10,463,15,0.02,2.4,66.6,11.6,400000,specialist,tolerant,complete,specialist,susceptible,low,1570
2011,1055.32,PEFA,11,56,16,0.27,0.72,73.9,6.8,37000,specialist,tolerant,partial,generalist,susceptible,low,794
2011,1055.32,RLHA,12,0,5,0.57,1.08,74.2,10,300000,specialist,intolerant,complete,specialist,non-susceptible,low,951
2011,1055.32,RSHA,13,117,3,1.48,0.62,47.4,8.3,1800000,generalist,tolerant,partial,specialist,susceptible,medium,625
2011,1055.32,RTHA,14,1699,11,0.98,1.09,68.5,9.2,2800000,specialist,tolerant,partial,generalist,non-susceptible,low,1126
2011,1055.32,SSHA,15,4447,9,0.33,0.14,68.9,7.2,410000,specialist,intolerant,partial,specialist,susceptible,medium,165.5
2011,1055.32,TUVU,16,669,9,1.48,2,55.3,9.9,8400000,generalist,tolerant,partial,generalist,susceptible,low,1425
2012,1095.45,AMKE,1,514,11,0.8,0.12,66.5,5.7,2800000,specialist,tolerant,partial,specialist,susceptible,low,115.5
2012,1095.45,BAEA,2,352,11,1.02,4.65,68.9,17.2,200000,generalist,tolerant,partial,generalist,susceptible,low,4790
2012,1095.45,BLVU,3,119,9,1.48,1.9,40.7,18.6,1900000,generalist,tolerant,partial,generalist,susceptible,low,1640
2012,1095.45,BWHA,4,8383,3,1.46,0.41,55.2,9.3,1800000,generalist,intolerant,complete,specialist,non-susceptible,medium,397
2012,1095.45,COHA,5,580,4,1.05,0.45,54.1,7.2,840000,generalist,tolerant,partial,generalist,susceptible,medium,452
2012,1095.45,GOEA,6,150,9,0.42,4.38,74.2,17.3,63000,specialist,intolerant,partial,generalist,susceptible,low,4200
2012,1095.45,MERL,7,164,6,0.69,0.19,68.7,5.7,1600000,specialist,tolerant,partial,generalist,susceptible,low,222
2012,1095.45,NOGO,8,63,4,1.05,0.99,68.8,7,210000,generalist,intolerant,partial,specialist,susceptible,high,990
2012,1095.45,NOHA,9,148,7,1.23,0.42,68,7.8,820000,generalist,intolerant,partial,specialist,susceptible,low,447
2012,1095.45,OSPR,10,575,15,0.02,2.4,66.6,11.6,400000,specialist,tolerant,complete,specialist,susceptible,low,1570
2012,1095.45,PEFA,11,54,16,0.27,0.72,73.9,6.8,37000,specialist,tolerant,partial,generalist,susceptible,low,794
2012,1095.45,RLHA,12,0,5,0.57,1.08,74.2,10,300000,specialist,intolerant,complete,specialist,non-susceptible,low,951
2012,1095.45,RSHA,13,192,3,1.48,0.62,47.4,8.3,1800000,generalist,tolerant,partial,specialist,susceptible,medium,625
2012,1095.45,RTHA,14,2629,11,0.98,1.09,68.5,9.2,2800000,specialist,tolerant,partial,generalist,non-susceptible,low,1126
2012,1095.45,SSHA,15,5221,9,0.33,0.14,68.9,7.2,410000,specialist,intolerant,partial,specialist,susceptible,medium,165.5
2012,1095.45,TUVU,16,412,9,1.48,2,55.3,9.9,8400000,generalist,tolerant,partial,generalist,susceptible,low,1425
2013,1098.2,AMKE,1,318,11,0.8,0.12,66.5,5.7,2800000,specialist,tolerant,partial,specialist,susceptible,low,115.5
2013,1098.2,BAEA,2,354,11,1.02,4.65,68.9,17.2,200000,generalist,tolerant,partial,generalist,susceptible,low,4790
2013,1098.2,BLVU,3,115,9,1.48,1.9,40.7,18.6,1900000,generalist,tolerant,partial,generalist,susceptible,low,1640
2013,1098.2,BWHA,4,6436,3,1.46,0.41,55.2,9.3,1800000,generalist,intolerant,complete,specialist,non-susceptible,medium,397
2013,1098.2,COHA,5,396,4,1.05,0.45,54.1,7.2,840000,generalist,tolerant,partial,generalist,susceptible,medium,452
2013,1098.2,GOEA,6,162,9,0.42,4.38,74.2,17.3,63000,specialist,intolerant,partial,generalist,susceptible,low,4200
2013,1098.2,MERL,7,138,6,0.69,0.19,68.7,5.7,1600000,specialist,tolerant,partial,generalist,susceptible,low,222
2013,1098.2,NOGO,8,30,4,1.05,0.99,68.8,7,210000,generalist,intolerant,partial,specialist,susceptible,high,990
2013,1098.2,NOHA,9,109,7,1.23,0.42,68,7.8,820000,generalist,intolerant,partial,specialist,susceptible,low,447
2013,1098.2,OSPR,10,388,15,0.02,2.4,66.6,11.6,400000,specialist,tolerant,complete,specialist,susceptible,low,1570
2013,1098.2,PEFA,11,47,16,0.27,0.72,73.9,6.8,37000,specialist,tolerant,partial,generalist,susceptible,low,794
2013,1098.2,RLHA,12,1,5,0.57,1.08,74.2,10,300000,specialist,intolerant,complete,specialist,non-susceptible,low,951
2013,1098.2,RSHA,13,167,3,1.48,0.62,47.4,8.3,1800000,generalist,tolerant,partial,specialist,susceptible,medium,625
2013,1098.2,RTHA,14,2022,11,0.98,1.09,68.5,9.2,2800000,specialist,tolerant,partial,generalist,non-susceptible,low,1126
2013,1098.2,SSHA,15,3766,9,0.33,0.14,68.9,7.2,410000,specialist,intolerant,partial,specialist,susceptible,medium,165.5
2013,1098.2,TUVU,16,598,9,1.48,2,55.3,9.9,8400000,generalist,tolerant,partial,generalist,susceptible,low,1425
2014,1101.87,AMKE,1,380,11,0.8,0.12,66.5,5.7,2800000,specialist,tolerant,partial,specialist,susceptible,low,115.5
2014,1101.87,BAEA,2,412,11,1.02,4.65,68.9,17.2,200000,generalist,tolerant,partial,generalist,susceptible,low,4790
2014,1101.87,BLVU,3,196,9,1.48,1.9,40.7,18.6,1900000,generalist,tolerant,partial,generalist,susceptible,low,1640
2014,1101.87,BWHA,4,6370,3,1.46,0.41,55.2,9.3,1800000,generalist,intolerant,complete,specialist,non-susceptible,medium,397
2014,1101.87,COHA,5,554,4,1.05,0.45,54.1,7.2,840000,generalist,tolerant,partial,generalist,susceptible,medium,452
2014,1101.87,GOEA,6,161,9,0.42,4.38,74.2,17.3,63000,specialist,intolerant,partial,generalist,susceptible,low,4200
2014,1101.87,MERL,7,189,6,0.69,0.19,68.7,5.7,1600000,specialist,tolerant,partial,generalist,susceptible,low,222
2014,1101.87,NOGO,8,23,4,1.05,0.99,68.8,7,210000,generalist,intolerant,partial,specialist,susceptible,high,990
2014,1101.87,NOHA,9,167,7,1.23,0.42,68,7.8,820000,generalist,intolerant,partial,specialist,susceptible,low,447
2014,1101.87,OSPR,10,467,15,0.02,2.4,66.6,11.6,400000,specialist,tolerant,complete,specialist,susceptible,low,1570
2014,1101.87,PEFA,11,90,16,0.27,0.72,73.9,6.8,37000,specialist,tolerant,partial,generalist,susceptible,low,794
2014,1101.87,RLHA,12,2,5,0.57,1.08,74.2,10,300000,specialist,intolerant,complete,specialist,non-susceptible,low,951
2014,1101.87,RSHA,13,197,3,1.48,0.62,47.4,8.3,1800000,generalist,tolerant,partial,specialist,susceptible,medium,625
2014,1101.87,RTHA,14,2263,11,0.98,1.09,68.5,9.2,2800000,specialist,tolerant,partial,generalist,non-susceptible,low,1126
2014,1101.87,SSHA,15,4775,9,0.33,0.14,68.9,7.2,410000,specialist,intolerant,partial,specialist,susceptible,medium,165.5
2014,1101.87,TUVU,16,940,9,1.48,2,55.3,9.9,8400000,generalist,tolerant,partial,generalist,susceptible,low,1425
2015,1115.33,AMKE,1,238,11,0.8,0.12,66.5,5.7,2800000,specialist,tolerant,partial,specialist,susceptible,low,115.5
2015,1115.33,BAEA,2,309,11,1.02,4.65,68.9,17.2,200000,generalist,tolerant,partial,generalist,susceptible,low,4790
2015,1115.33,BLVU,3,104,9,1.48,1.9,40.7,18.6,1900000,generalist,tolerant,partial,generalist,susceptible,low,1640
2015,1115.33,BWHA,4,5645,3,1.46,0.41,55.2,9.3,1800000,generalist,intolerant,complete,specialist,non-susceptible,medium,397
2015,1115.33,COHA,5,396,4,1.05,0.45,54.1,7.2,840000,generalist,tolerant,partial,generalist,susceptible,medium,452
2015,1115.33,GOEA,6,117,9,0.42,4.38,74.2,17.3,63000,specialist,intolerant,partial,generalist,susceptible,low,4200
2015,1115.33,MERL,7,178,6,0.69,0.19,68.7,5.7,1600000,specialist,tolerant,partial,generalist,susceptible,low,222
2015,1115.33,NOGO,8,9,4,1.05,0.99,68.8,7,210000,generalist,intolerant,partial,specialist,susceptible,high,990
2015,1115.33,NOHA,9,148,7,1.23,0.42,68,7.8,820000,generalist,intolerant,partial,specialist,susceptible,low,447
2015,1115.33,OSPR,10,336,15,0.02,2.4,66.6,11.6,400000,specialist,tolerant,complete,specialist,susceptible,low,1570
2015,1115.33,PEFA,11,56,16,0.27,0.72,73.9,6.8,37000,specialist,tolerant,partial,generalist,susceptible,low,794
2015,1115.33,RLHA,12,0,5,0.57,1.08,74.2,10,300000,specialist,intolerant,complete,specialist,non-susceptible,low,951
2015,1115.33,RSHA,13,115,3,1.48,0.62,47.4,8.3,1800000,generalist,tolerant,partial,specialist,susceptible,medium,625
2015,1115.33,RTHA,14,1358,11,0.98,1.09,68.5,9.2,2800000,specialist,tolerant,partial,generalist,non-susceptible,low,1126
2015,1115.33,SSHA,15,3818,9,0.33,0.14,68.9,7.2,410000,specialist,intolerant,partial,specialist,susceptible,medium,165.5
2015,1115.33,TUVU,16,415,9,1.48,2,55.3,9.9,8400000,generalist,tolerant,partial,generalist,susceptible,low,1425
2016,1114.33,AMKE,1,218,11,0.8,0.12,66.5,5.7,2800000,specialist,tolerant,partial,specialist,susceptible,low,115.5
2016,1114.33,BAEA,2,492,11,1.02,4.65,68.9,17.2,200000,generalist,tolerant,partial,generalist,susceptible,low,4790
2016,1114.33,BLVU,3,113,9,1.48,1.9,40.7,18.6,1900000,generalist,tolerant,partial,generalist,susceptible,low,1640
2016,1114.33,BWHA,4,9363,3,1.46,0.41,55.2,9.3,1800000,generalist,intolerant,complete,specialist,non-susceptible,medium,397
2016,1114.33,COHA,5,369,4,1.05,0.45,54.1,7.2,840000,generalist,tolerant,partial,generalist,susceptible,medium,452
2016,1114.33,GOEA,6,127,9,0.42,4.38,74.2,17.3,63000,specialist,intolerant,partial,generalist,susceptible,low,4200
2016,1114.33,MERL,7,192,6,0.69,0.19,68.7,5.7,1600000,specialist,tolerant,partial,generalist,susceptible,low,222
2016,1114.33,NOGO,8,35,4,1.05,0.99,68.8,7,210000,generalist,intolerant,partial,specialist,susceptible,high,990
2016,1114.33,NOHA,9,118,7,1.23,0.42,68,7.8,820000,generalist,intolerant,partial,specialist,susceptible,low,447
2016,1114.33,OSPR,10,345,15,0.02,2.4,66.6,11.6,400000,specialist,tolerant,complete,specialist,susceptible,low,1570
2016,1114.33,PEFA,11,48,16,0.27,0.72,73.9,6.8,37000,specialist,tolerant,partial,generalist,susceptible,low,794
2016,1114.33,RLHA,12,2,5,0.57,1.08,74.2,10,300000,specialist,intolerant,complete,specialist,non-susceptible,low,951
2016,1114.33,RSHA,13,148,3,1.48,0.62,47.4,8.3,1800000,generalist,tolerant,partial,specialist,susceptible,medium,625
2016,1114.33,RTHA,14,2174,11,0.98,1.09,68.5,9.2,2800000,specialist,tolerant,partial,generalist,non-susceptible,low,1126
2016,1114.33,SSHA,15,2965,9,0.33,0.14,68.9,7.2,410000,specialist,intolerant,partial,specialist,susceptible,medium,165.5
2016,1114.33,TUVU,16,610,9,1.48,2,55.3,9.9,8400000,generalist,tolerant,partial,generalist,susceptible,low,1425
2017,1020.72,AMKE,1,239,11,0.8,0.12,66.5,5.7,2800000,specialist,tolerant,partial,specialist,susceptible,low,115.5
2017,1020.72,BAEA,2,421,11,1.02,4.65,68.9,17.2,200000,generalist,tolerant,partial,generalist,susceptible,low,4790
2017,1020.72,BLVU,3,44,9,1.48,1.9,40.7,18.6,1900000,generalist,tolerant,partial,generalist,susceptible,low,1640
2017,1020.72,BWHA,4,10754,3,1.46,0.41,55.2,9.3,1800000,generalist,intolerant,complete,specialist,non-susceptible,medium,397
2017,1020.72,COHA,5,357,4,1.05,0.45,54.1,7.2,840000,generalist,tolerant,partial,generalist,susceptible,medium,452
2017,1020.72,GOEA,6,101,9,0.42,4.38,74.2,17.3,63000,specialist,intolerant,partial,generalist,susceptible,low,4200
2017,1020.72,MERL,7,122,6,0.69,0.19,68.7,5.7,1600000,specialist,tolerant,partial,generalist,susceptible,low,222
2017,1020.72,NOGO,8,3,4,1.05,0.99,68.8,7,210000,generalist,intolerant,partial,specialist,susceptible,high,990
2017,1020.72,NOHA,9,81,7,1.23,0.42,68,7.8,820000,generalist,intolerant,partial,specialist,susceptible,low,447
2017,1020.72,OSPR,10,282,15,0.02,2.4,66.6,11.6,400000,specialist,tolerant,complete,specialist,susceptible,low,1570
2017,1020.72,PEFA,11,67,16,0.27,0.72,73.9,6.8,37000,specialist,tolerant,partial,generalist,susceptible,low,794
2017,1020.72,RLHA,12,1,5,0.57,1.08,74.2,10,300000,specialist,intolerant,complete,specialist,non-susceptible,low,951
2017,1020.72,RSHA,13,162,3,1.48,0.62,47.4,8.3,1800000,generalist,tolerant,partial,specialist,susceptible,medium,625
2017,1020.72,RTHA,14,1106,11,0.98,1.09,68.5,9.2,2800000,specialist,tolerant,partial,generalist,non-susceptible,low,1126
2017,1020.72,SSHA,15,2457,9,0.33,0.14,68.9,7.2,410000,specialist,intolerant,partial,specialist,susceptible,medium,165.5
2017,1020.72,TUVU,16,700,9,1.48,2,55.3,9.9,8400000,generalist,tolerant,partial,generalist,susceptible,low,1425
2018,1018.6,AMKE,1,421,11,0.8,0.12,66.5,5.7,2800000,specialist,tolerant,partial,specialist,susceptible,low,115.5
2018,1018.6,BAEA,2,541,11,1.02,4.65,68.9,17.2,200000,generalist,tolerant,partial,generalist,susceptible,low,4790
2018,1018.6,BLVU,3,69,9,1.48,1.9,40.7,18.6,1900000,generalist,tolerant,partial,generalist,susceptible,low,1640
2018,1018.6,BWHA,4,7937,3,1.46,0.41,55.2,9.3,1800000,generalist,intolerant,complete,specialist,non-susceptible,medium,397
2018,1018.6,COHA,5,597,4,1.05,0.45,54.1,7.2,840000,generalist,tolerant,partial,generalist,susceptible,medium,452
2018,1018.6,GOEA,6,145,9,0.42,4.38,74.2,17.3,63000,specialist,intolerant,partial,generalist,susceptible,low,4200
2018,1018.6,MERL,7,245,6,0.69,0.19,68.7,5.7,1600000,specialist,tolerant,partial,generalist,susceptible,low,222
2018,1018.6,NOGO,8,19,4,1.05,0.99,68.8,7,210000,generalist,intolerant,partial,specialist,susceptible,high,990
2018,1018.6,NOHA,9,128,7,1.23,0.42,68,7.8,820000,generalist,intolerant,partial,specialist,susceptible,low,447
2018,1018.6,OSPR,10,335,15,0.02,2.4,66.6,11.6,400000,specialist,tolerant,complete,specialist,susceptible,low,1570
2018,1018.6,PEFA,11,61,16,0.27,0.72,73.9,6.8,37000,specialist,tolerant,partial,generalist,susceptible,low,794
2018,1018.6,RLHA,12,2,5,0.57,1.08,74.2,10,300000,specialist,intolerant,complete,specialist,non-susceptible,low,951
2018,1018.6,RSHA,13,207,3,1.48,0.62,47.4,8.3,1800000,generalist,tolerant,partial,specialist,susceptible,medium,625
2018,1018.6,RTHA,14,1689,11,0.98,1.09,68.5,9.2,2800000,specialist,tolerant,partial,generalist,non-susceptible,low,1126
2018,1018.6,SSHA,15,5121,9,0.33,0.14,68.9,7.2,410000,specialist,intolerant,partial,specialist,susceptible,medium,165.5
2018,1018.6,TUVU,16,549,9,1.48,2,55.3,9.9,8400000,generalist,tolerant,partial,generalist,susceptible,low,1425
